23983463,44.61%,55.39%,45.06%,2.38%,38.34%,5.36%,5.00%,1.54%,2.33%,babbel.com
7473809,14.07%,85.93%,24.95%,0.04%,54.69%,0.02%,0.00%,1.36%,18.93%,tastemade.com
137569629,32.06%,67.94%,18.96%,1.09%,71.27%,0.06%,0.05%,1.01%,7.56%,tasteofhome.com
6109744,54.11%,45.89%,13.31%,0.14%,80.67%,0.02%,0.38%,2.05%,3.43%,taxfoundation.org
5016693,42.98%,57.02%,57.29%,2.07%,29.04%,0.45%,2.78%,2.06%,6.31%,taylorswift.com
3773885,38.68%,61.32%,41.63%,0.53%,47.14%,0.79%,0.48%,4.70%,4.72%,tbs.com
89014386,80.76%,19.24%,29.49%,0.97%,56.48%,0.14%,2.42%,2.25%,8.26%,teacherspayteachers.com
756939,48.69%,51.31%,35.52%,0.46%,37.77%,1.34%,0.00%,2.87%,22.03%,teamcoco.com
1157882,44.85%,55.15%,79.97%,4.15%,5.79%,0.00%,0.00%,5.13%,4.96%,teaparty.org
51907306,62.40%,37.60%,49.47%,1.72%,31.32%,0.43%,0.15%,7.43%,9.48%,ted.com
1189189,61.54%,38.46%,82.04%,1.83%,7.45%,0.18%,2.43%,2.80%,3.27%,teefury.com
14021170,34.29%,65.71%,14.57%,0.82%,66.99%,0.20%,0.03%,2.80%,14.59%,teenvogue.com
59886113,33.40%,66.60%,32.45%,1.13%,12.73%,0.35%,2.61%,8.16%,42.56%,teespring.com
16120697,33.43%,66.57%,20.56%,1.58%,61.55%,0.08%,0.02%,6.65%,9.57%,tennessean.com
777538,53.17%,46.83%,48.32%,0.01%,43.36%,0.00%,0.00%,1.52%,6.79%,tested.com
7994460,39.12%,60.88%,35.03%,2.05%,39.93%,0.03%,0.01%,13.22%,9.74%,theadvocate.com
1357594,58.66%,41.34%,53.65%,0.49%,17.89%,0.00%,0.00%,10.07%,17.90%,theaviationist.com
2293055,45.23%,54.77%,15.79%,0.33%,67.58%,0.10%,0.00%,4.43%,11.77%,thefader.com
106408,17.41%,82.59%,38.59%,2.50%,7.83%,3.25%,13.44%,3.39%,30.99%,theflexbelt.com
3263120,38.47%,61.53%,32.89%,1.06%,55.89%,0.01%,0.00%,2.43%,7.71%,thegazette.com
59679039,42.20%,57.80%,44.39%,0.85%,44.11%,0.09%,0.06%,2.36%,8.14%,theglobeandmail.com
3021833,45.73%,54.27%,23.15%,0.14%,14.08%,0.11%,0.00%,2.21%,60.31%,thehardtimes.net
90095908,24.96%,75.04%,33.68%,0.66%,59.55%,0.42%,1.00%,1.45%,3.25%,thehindu.com
7583423,47.52%,52.48%,28.50%,1.83%,36.38%,0.35%,0.01%,6.74%,26.20%,thenation.com
6382226,42.41%,57.59%,16.11%,0.14%,77.61%,0.55%,0.04%,1.30%,4.25%,theodysseyonline.com
13685223,52.26%,47.74%,49.14%,0.66%,13.38%,0.15%,0.00%,5.35%,31.32%,theonion.com
1425018,45.45%,54.55%,15.78%,0.27%,81.19%,0.00%,0.00%,1.45%,1.31%,theoutbound.com
1665515,53.54%,46.46%,32.69%,1.62%,38.97%,1.66%,0.00%,9.69%,15.38%,theparisreview.org
21802313,53.54%,46.46%,27.28%,1.59%,65.63%,0.05%,1.23%,1.29%,2.93%,thepointsguy.com
14163119,26.67%,73.33%,18.10%,0.82%,60.87%,1.20%,0.00%,3.59%,15.42%,therecipecritic.com
12747808,46.15%,53.85%,32.05%,0.83%,14.69%,0.13%,0.00%,32.84%,19.46%,theroot.com
1763582,51.11%,48.89%,44.98%,0.48%,44.39%,0.03%,0.00%,1.11%,9.01%,therpf.com
7423046,30.74%,69.26%,18.16%,0.94%,22.47%,0.01%,0.00%,55.14%,3.27%,thetakeout.com
820764,41.32%,58.68%,64.91%,8.39%,7.43%,0.00%,0.00%,5.04%,14.23%,thetruthaboutcancer.com
5259579,41.23%,58.77%,41.16%,0.61%,48.05%,0.02%,0.00%,3.23%,6.92%,thetruthaboutguns.com
11733574,48.10%,51.90%,13.72%,0.40%,55.82%,0.20%,4.90%,24.71%,0.26%,theupsstore.com
2789699,26.67%,73.33%,44.00%,1.29%,30.55%,3.67%,18.53%,0.62%,1.34%,thewalkingcompany.com
5170684,24.12%,75.88%,44.60%,1.73%,32.57%,3.30%,12.67%,2.31%,2.81%,thirdlove.com
32286735,22.41%,77.59%,14.76%,0.16%,77.84%,0.25%,0.00%,1.27%,5.71%,thoughtcatalog.com
39621802,41.53%,58.47%,12.98%,1.11%,78.38%,1.12%,0.00%,1.16%,5.24%,thrillist.com
6050291,25.99%,74.01%,45.21%,4.09%,16.02%,4.25%,9.81%,2.96%,17.66%,thrivecausemetics.com
12795328,38.41%,61.59%,60.38%,0.49%,27.93%,0.01%,0.00%,9.18%,2.00%,tigerdroppings.com
5485720,46.12%,53.88%,91.06%,4.98%,3.49%,0.01%,0.00%,0.15%,0.30%,tinybeans.com
74711333,30.38%,69.62%,14.23%,0.75%,64.35%,0.11%,0.06%,6.53%,13.98%,today.com
5224278,24.37%,75.63%,22.62%,0.74%,66.00%,0.15%,7.23%,2.80%,0.45%,topgolf.com
53784914,42.66%,57.34%,66.91%,1.89%,8.22%,0.02%,0.00%,13.99%,8.96%,townhall.com
26625802,59.19%,40.81%,72.93%,0.70%,24.02%,0.01%,0.00%,0.60%,1.75%,trakt.tv
5773665,55.09%,44.91%,55.82%,0.58%,28.92%,8.02%,2.43%,2.77%,1.46%,tunnelbear.com
4456603,34.12%,65.88%,79.61%,5.45%,2.68%,2.61%,0.00%,2.91%,6.74%,turnoutpac.org
5696916,22.07%,77.93%,30.93%,0.98%,61.76%,0.07%,0.01%,4.04%,2.21%,ilovegrowingmarijuana.com
449196,19.23%,80.77%,51.41%,7.03%,14.14%,0.04%,0.00%,7.33%,20.05%,ilovemyfreedom.org
1932527,33.61%,66.39%,43.70%,11.75%,23.66%,0.03%,0.00%,1.67%,19.18%,inspiremore.com
5687248,42.58%,57.42%,18.60%,0.42%,77.14%,0.14%,0.01%,1.75%,1.96%,instantpot.com
809860,26.35%,73.65%,40.93%,1.68%,27.44%,0.29%,6.41%,3.39%,19.86%,intotheam.com
5276135,51.43%,48.57%,24.27%,1.36%,52.43%,5.43%,10.81%,3.08%,2.62%,irobot.com
583897,27.99%,72.01%,15.57%,0.00%,79.42%,0.23%,0.00%,0.96%,3.82%,islands.com
4553870,15.42%,84.58%,42.38%,1.43%,24.46%,6.53%,14.62%,3.23%,7.35%,itcosmetics.com
24035836,47.49%,52.51%,56.18%,0.74%,14.11%,0.05%,0.00%,20.55%,8.37%,jalopnik.com
24876262,27.42%,72.58%,17.56%,0.26%,77.90%,0.02%,0.01%,0.85%,3.41%,jamieoliver.com
1212021,37.82%,62.18%,39.41%,19.01%,26.45%,0.08%,0.05%,1.23%,13.78%,jbonamassa.com
14689929,60.85%,39.15%,48.23%,0.85%,8.20%,0.14%,0.00%,32.82%,9.75%,jezebel.com
6458866,47.36%,52.64%,69.08%,3.08%,19.32%,0.49%,1.48%,5.03%,1.52%,jostens.com
2994135,36.70%,63.30%,43.59%,0.55%,46.51%,0.40%,0.00%,3.93%,5.01%,sacred-texts.com
18406195,45.21%,54.79%,38.40%,0.33%,53.60%,0.19%,0.01%,2.83%,4.64%,sammobile.com
3447946,32.55%,67.45%,36.10%,1.85%,4.27%,0.00%,0.00%,21.07%,36.71%,saraacarter.com
13154460,31.95%,68.05%,14.36%,0.38%,68.26%,0.16%,0.00%,3.36%,13.47%,scarymommy.com
1451433,53.30%,46.70%,63.42%,2.90%,29.27%,0.21%,0.00%,1.51%,2.69%,scottscheapflights.com
8284134,56.35%,43.65%,22.70%,1.10%,70.78%,0.02%,0.01%,1.85%,3.55%,searchenginejournal.com
190116180,71.93%,28.07%,74.41%,0.40%,13.10%,0.51%,0.00%,11.32%,0.24%,seesaw.me
1121955,24.73%,75.27%,86.14%,9.57%,1.49%,0.27%,0.09%,1.91%,0.54%,selfrely.com
7057431,60.36%,39.64%,19.24%,0.27%,65.12%,1.43%,4.87%,2.91%,6.16%,sennheiser.com
31541704,48.11%,51.89%,28.68%,1.02%,61.10%,0.11%,0.00%,1.58%,7.50%,seriouseats.com
3786410,57.06%,42.94%,39.33%,0.93%,44.11%,0.36%,0.45%,6.52%,8.29%,shapeways.com
2792290,32.54%,67.46%,27.54%,0.07%,22.62%,0.20%,0.00%,3.45%,46.11%,shared.com
9506525,35.64%,64.36%,16.31%,0.41%,70.46%,2.26%,5.43%,2.80%,2.33%,sho.com
190453506,66.50%,33.50%,41.08%,3.39%,25.50%,0.31%,1.44%,24.91%,3.37%,shopify.com
84789,26.32%,73.68%,46.74%,8.24%,18.62%,4.07%,1.40%,2.47%,18.47%,sixpackabs.com
1718631,46.20%,53.80%,19.56%,1.46%,57.31%,1.17%,0.00%,1.95%,18.54%,skinnyms.com
1176109,29.71%,70.29%,20.75%,0.53%,68.44%,0.00%,0.02%,2.00%,8.26%,slamonline.com
86550448,39.09%,60.91%,52.26%,0.88%,28.74%,0.64%,0.01%,5.51%,11.95%,slate.com
14101187,21.79%,78.21%,18.93%,0.48%,30.97%,0.12%,0.57%,48.09%,0.84%,slicelife.com
6975362,81.73%,18.27%,42.99%,0.55%,53.03%,0.02%,0.00%,2.55%,0.86%,smashingmagazine.com
6222883,22.50%,77.50%,49.88%,3.14%,24.60%,3.43%,11.56%,2.65%,4.75%,smiledirectclub.com
34864525,28.66%,71.34%,61.71%,19.74%,7.98%,0.63%,0.14%,7.71%,2.09%,smore.com
392830,39.43%,60.57%,35.18%,0.15%,8.06%,0.26%,0.66%,1.01%,54.68%,smosh.com
4198058,41.46%,58.54%,41.00%,0.21%,52.55%,0.11%,0.05%,3.56%,2.52%,snapon.com
20584592,22.02%,77.98%,38.45%,0.25%,55.08%,0.02%,0.01%,1.19%,5.00%,sneakernews.com
67855220,30.94%,69.06%,19.14%,0.36%,63.18%,0.17%,0.00%,3.34%,13.81%,snopes.com
11598572,14.16%,85.84%,43.81%,11.15%,13.26%,0.00%,0.00%,2.77%,29.01%,soaphub.com
2691650,39.73%,60.27%,17.74%,1.15%,72.00%,0.09%,0.00%,1.61%,7.41%,sofrep.com
9267986,4.75%,95.25%,38.49%,0.40%,55.39%,0.00%,0.00%,1.63%,4.08%,sohh.com
912392,19.47%,80.53%,23.13%,0.53%,60.56%,1.18%,5.95%,6.79%,1.85%,sonnysbbq.com
13256448,73.91%,26.09%,48.11%,2.42%,39.89%,0.56%,1.70%,4.90%,2.41%,sophos.com
10001390,44.25%,55.75%,36.65%,0.36%,48.45%,0.02%,0.00%,3.82%,10.70%,spacex.com
2039213,34.19%,65.81%,40.47%,2.30%,44.93%,0.21%,3.22%,3.97%,4.89%,spartan.com
1751776,27.75%,72.25%,14.55%,0.11%,83.86%,0.05%,0.00%,0.43%,1.01%,spiritanimal.info
9807958,39.14%,60.86%,8.10%,0.03%,90.39%,0.05%,0.00%,0.45%,0.98%,spoonuniversity.com
24414913,50.39%,49.61%,66.44%,7.95%,18.20%,0.24%,3.16%,2.65%,1.36%,stamps.com
3660017,39.05%,60.95%,22.82%,0.66%,50.42%,0.19%,0.56%,2.09%,23.25%,startrek.com
16263722,41.01%,58.99%,22.88%,1.04%,60.13%,0.06%,0.04%,6.47%,9.39%,statnews.com
1192012,27.05%,72.95%,30.24%,3.37%,63.09%,0.45%,0.11%,1.86%,0.87%,steinmart.com
7881466,21.30%,78.70%,31.22%,1.16%,41.83%,4.00%,16.03%,2.19%,3.56%,stevemadden.com
21126309,80.46%,19.54%,82.04%,2.15%,11.75%,0.17%,0.55%,1.36%,1.98%,stockcharts.com
58174544,68.11%,31.89%,73.08%,1.03%,23.93%,0.01%,0.00%,0.52%,1.42%,stocktwits.com
966710,34.07%,65.93%,21.55%,0.25%,69.07%,0.01%,0.00%,1.30%,7.82%,styleblueprint.com
718643,55.93%,44.07%,30.14%,1.44%,22.95%,0.27%,0.07%,2.65%,42.47%,stylemepretty.com
647527,27.15%,72.85%,47.02%,4.52%,18.58%,2.73%,0.00%,2.89%,24.26%,survivallife.com
8285336,52.94%,47.06%,65.11%,1.21%,30.22%,0.09%,0.15%,1.24%,1.98%,swappa.com
1096217,59.78%,40.22%,41.98%,0.47%,48.79%,0.20%,4.90%,2.83%,0.83%,sweetgreen.com
4431423,29.02%,70.98%,10.97%,0.09%,87.69%,0.01%,0.00%,0.26%,0.98%,vaping360.com
1449594,33.21%,66.79%,29.71%,1.57%,58.76%,6.92%,0.03%,1.89%,1.12%,vapordna.com
8967181,23.02%,76.98%,44.85%,4.43%,26.15%,8.64%,8.56%,3.59%,3.78%,verabradley.com
4227621,30.93%,69.07%,45.09%,0.26%,39.11%,0.09%,0.14%,6.60%,8.71%,vikings.com
1509274,41.90%,58.10%,34.51%,0.56%,54.11%,0.24%,1.51%,3.03%,6.04%,vinylmeplease.com
1442563,31.54%,68.46%,28.85%,0.84%,46.95%,2.41%,14.19%,1.63%,5.13%,vitalproteins.com
573444,34.08%,65.92%,17.08%,2.33%,66.67%,0.19%,10.68%,0.60%,2.45%,vivehealth.com
68268928,16.37%,83.63%,11.64%,0.01%,71.30%,0.07%,0.01%,1.20%,15.76%,vix.com
31858259,37.24%,62.76%,21.00%,1.44%,59.73%,0.23%,0.08%,4.04%,13.48%,vogue.com
404647,41.00%,59.00%,25.80%,0.43%,66.64%,0.10%,0.00%,3.67%,3.36%,911memorial.org
366471624,72.80%,27.20%,87.81%,0.30%,4.86%,0.02%,0.00%,0.33%,6.67%,9gag.com
8085826,50.29%,49.71%,32.46%,0.22%,62.95%,0.07%,0.00%,1.12%,3.19%,d20pfsrd.com
2977422,34.14%,65.86%,57.43%,5.20%,10.28%,0.07%,0.00%,0.34%,26.68%,dailyom.com
3210055,38.55%,61.45%,62.96%,4.32%,6.30%,5.58%,17.27%,3.12%,0.45%,dailysale.com
6627740,58.00%,42.00%,44.47%,0.41%,16.39%,0.06%,0.00%,28.41%,10.26%,deadspin.com
151873726,26.80%,73.20%,13.88%,0.52%,78.22%,0.07%,0.09%,2.07%,5.15%,delish.com
2679661,44.41%,55.59%,37.18%,1.26%,47.37%,0.69%,1.05%,6.26%,6.18%,democrats.org
80625677,82.46%,17.54%,66.28%,0.16%,31.28%,0.39%,0.00%,1.39%,0.50%,desmos.com
894841,18.43%,81.57%,49.44%,1.30%,31.17%,4.75%,4.12%,2.62%,6.59%,dia.com
